NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,0,1,0,0,0,0,1,0,0,1,0,8,8,0,2.882514,1
1,0,0,1,0,1,0,1,0,1,0,1,0,8,8,0,2.882514,1
0,0,0,1,0,0,0,0,1,0,0,0,0,8,8,0,1.8333,1
1,0,0,1,0,0,0,0,1,1,0,0,0,22,8,0,1.3444,1
0,1,0,0,0,0,0,0,1,0,0,0,0,22,8,1,1.3444,1
1,0,1,1,0,1,1,0,0,1,0,1,0,44,8,0,1.3444,1
0,0,0,0,0,0,1,0,0,1,0,0,1,44,8,0,1.3444,1
0,1,0,0,0,0,0,1,0,0,0,1,0,44,8,0,1.3444,1
1,0,0,0,0,0,0,1,0,0,0,1,1,44,8,0,1.3444,1
0,1,0,0,0,0,0,1,0,0,0,0,0,44,8,2,1.3444,1
1,0,1,1,0,1,1,0,0,1,0,1,0,8,8,0,2.638867,1
1,0,1,1,0,1,0,1,0,1,0,0,0,8,8,0,2.638867,1
0,0,1,1,1,0,0,0,0,0,0,0,0,8,8,0,2.3333,1
1,0,1,1,0,1,1,0,0,1,0,1,0,8,160,0,2.1611,1
0,0,0,1,0,0,0,0,1,0,0,0,0,8,8,1,1.5722,1
1,0,1,1,0,1,1,0,0,0,0,1,0,8,8,0,2.4222,1
0,0,0,0,0,0,1,0,0,1,0,0,1,8,8,1,2.0,1
1,0,1,1,0,1,1,0,0,0,0,1,0,8,160,0,2.0,1
1,0,1,1,1,1,0,0,0,1,0,1,0,8,8,0,2.0944,1
1,0,0,1,0,0,0,0,1,1,0,0,0,8,8,0,2.0944,1
