OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.96888,1
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.362933,0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1.94445,1
0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1.0222,0
0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1.0222,0
0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1.0222,0
0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1.0222,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0222,0
1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1.0222,0
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1.0222,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.65555,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.1926,1
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.1333,0
0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1.1333,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.9,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.9,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1.8778,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.8778,1
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2.207433,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.5778,1
0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1.5778,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.5778,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.8778,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.5778,1
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5778,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.5778,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.5778,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1.5778,0
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.6667,1
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.6667,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.6667,1
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1.6667,1
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.6667,1
