auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,time
0,0,1,1,1,0,0,0,0,1,0,0,4.44
0,0,1,0,1,0,0,1,0,1,0,0,4.44
0,0,1,1,1,0,0,1,0,0,0,0,4.46
1,0,1,1,1,1,1,0,0,0,1,0,4.94
1,1,1,0,1,0,1,1,1,1,0,0,7.97
0,1,1,1,1,1,1,1,0,0,1,0,9.51
0,1,0,0,1,1,0,1,0,1,0,0,9.59
1,0,0,0,1,0,0,0,1,1,0,0,9.67
1,0,0,0,0,0,1,0,1,0,1,1,9.8
1,0,1,0,1,1,0,1,1,1,0,0,12.7
1,0,0,0,0,1,0,1,1,1,1,0,12.95
0,0,0,0,0,1,0,0,1,1,1,0,13.57
0,1,1,1,0,1,0,1,1,1,0,0,15.95
0,0,0,1,0,0,0,0,1,0,1,1,16.12235416281555
1,1,0,0,0,1,1,0,0,1,0,1,16.12243584925653
1,1,0,0,1,1,0,0,0,1,0,0,16.12252105807716
0,1,0,1,0,1,1,1,0,1,0,0,16.123223646909146
0,1,1,0,1,0,0,0,0,1,0,1,16.123722289276778
0,1,0,0,0,0,0,1,1,1,1,1,16.123948472212156
1,0,1,0,0,1,0,0,0,1,1,0,16.12423955848735
