write,0,select,1,0.1,1.1,0.2,1.2,1.3,0.3,2,2674,27906,20834,36784,18392,24891,55070,35593,9450,8624,9,14473,1.4,36179,0.4,0.5,1.5,0.6,1.6,67394.51
write,0,libev,0,1,0,1,1,1,0,1,35535,33461,64825,55822,27911,62518,14081,29329,9486,31493,6,63453,1,30756,1,0,1,1,1902,78845.74
write,1,poll,0,1,1,1,1,0,2,0,34009,9955,31384,29072,5403,15232,31524,33443,46865,52866,13,9293,1,1647,1,1,0,0,810,78667.96
write,0,select,0,1,0,1,1,1,1,1,28928,21679,30511,55822,436,39600,62456,1936,38848,35350,11,35939,1,15885,0,0,1,1,2559,73828.65
writev,1,poll,0,1,0,1,1,0,2,1,60375,62915,52135,39470,17602,25547,49503,16760,55985,26375,14,21727,0,64153,1,1,1,0,2415,73514.84
sendfile,1,libev,0,0,0,0,1,1,0,1,34633,23876,18128,30404,15202,59871,3334,2692,55284,20999,9,13648,1,20625,0,1,0,1,1873,72424.6
write,1,poll,0,1,1,0,1,0,1,1,26602,5119,65374,13078,4157,15461,14202,4898,49676,33965,8,10458,1,35219,1,0,0,1,1171,64415.61
sendfile,0,select,0,1,1,0,0,0,0,0,26747,7204,12577,21284,3766,11325,29600,9344,8533,45544,7,7357,1,37894,0,1,1,1,1144,63242.66
write,0,libev,1,1,0,1,1,1,2,1,11820,45734,30843,33116,16558,6468,28957,39899,24601,24132,12,554,0,19123,1,0,0,0,1857,57903.52
writev,0,poll,1,1,1,0,1,1,2,1,53710,8597,40753,10933,27,7722,48454,37325,60030,50825,9,34439,0,142,1,1,0,0,2192,57699.13
sendfile,1,poll,1,0,1,1,1,0,2,1,12811,49082,54581,52280,26140,3909,12104,36758,40359,15801,12,13945,0,2622,0,1,0,0,2060,55218.99
writev,0,poll,0,1,1,1,1,1,2,0,55506,63635,63191,16059,11820,63907,48890,14960,50946,39684,14,10803,0,55340,0,0,1,1,2381,54151.91
write,0,libev,0,0,1,1,0,1,0,1,57493,36014,54552,19028,9514,24219,60764,11932,11118,63962,0,38390,1,39243,1,0,0,1,622,14767.6
writev,1,select,0,0,0,1,0,0,0,0,60720,55456,17117,51724,7707,14725,56713,37325,15243,65333,2,1698,1,9196,1,0,0,1,614,13845.97
writev,1,select,0,0,0,0,0,1,2,0,53543,54981,58244,59362,29681,61462,15087,8094,43694,50022,4,44211,1,64487,0,1,1,1,2132,12983.82
writev,0,select,0,1,0,0,0,0,0,2,10671,15875,4081,29771,30888,63656,9589,45536,52793,13427,3,60906,0,10664,0,1,0,0,2422,12369.02
writev,0,linux-sysepoll,0,0,0,1,0,1,0,2,41828,28006,4306,41311,20655,18000,48091,53932,65430,59716,5,666,0,18344,1,0,0,0,2324,11762.37
sendfile,1,poll,1,0,0,0,0,0,1,2,30130,843,42734,15414,7707,54996,46624,45997,49622,3285,8,17707,0,42249,1,1,0,0,2537,11483.66
writev,0,linux-sysepoll,0,0,1,0,0,1,0,0,1730,33859,24794,11688,15426,27727,14555,55059,18823,8988,6,55537,0,63054,1,0,1,1,425,11440.11
write,0,select,0,1,0,1,0,0,0,1,2600,58039,36567,10603,5301,42676,60391,43066,54989,454,7,39102,0,49496,0,0,0,1,2125,10940.43
write,0,select,0,1,1,0,0,0,2,0,31915,42862,47568,48909,24454,53653,24341,27600,53939,27315,10,37424,1,35901,0,0,0,1,1181,10655.63
