NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
1,0,1,1,0,0,0,0,0,1,1,1,0,8,8,0,1.3
1,0,1,1,0,0,0,0,0,1,1,1,0,8,8,0,1.3
1,1,1,0,1,1,0,0,0,1,0,1,0,8,160,0,1.31
1,1,1,0,1,1,0,0,0,1,0,1,0,8,160,0,1.31
0,0,0,0,0,0,0,0,1,0,0,1,1,8,8,0,1.79
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,2,1.92
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,2,1.92
1,0,1,1,0,1,0,1,0,1,0,1,0,8,160,0,2.42
1,0,1,1,0,1,0,0,0,1,1,1,0,22,8,0,3.38
1,1,1,0,1,1,0,0,0,1,0,1,0,22,320,0,3.47
1,1,1,0,1,1,0,0,0,1,0,1,0,22,320,0,3.47
0,0,1,1,0,1,0,0,0,0,1,0,0,22,160,0,3.7
0,0,1,1,0,1,0,0,0,0,1,0,0,22,160,0,3.7
1,0,1,1,0,0,0,0,0,1,1,1,0,22,160,0,3.88
1,0,1,1,0,0,0,0,0,1,1,1,0,22,160,0,3.88
0,0,0,0,0,0,0,0,1,1,0,0,1,22,8,0,4.26
0,0,0,0,0,0,0,0,1,1,0,0,1,22,8,0,4.26
1,0,0,1,0,0,0,0,1,0,0,0,0,44,8,1,5.39
1,0,0,1,0,0,0,0,1,0,0,0,0,44,8,1,5.39
0,0,0,1,0,0,0,0,0,0,1,0,0,44,8,2,5.4
