iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,time
0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,90,0.42
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90,0.39
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,0.39
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,0.37
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,0.4
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,0.39
0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,0.42
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,0.38
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,0.4
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,90,0.4
0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,0.42
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,90,0.38
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,90,0.45
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,0.4
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,90,0.42
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,0.39
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,90,0.4
1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,0.38
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10,0.41
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,10,0.42
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,10,0.42
1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,10,0.44
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,0.37
0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,10,0.42
0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,10,0.45
0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,10,0.47
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0.42
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,10,0.43
0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,10,0.43
0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,10,0.44
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,10,0.46
0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,90,0.5516748929075947
