iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,90,1.244467,1
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,90,2.318533,1
0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,10,1.911133,1
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,90,1.244467,1
0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,90,2.318533,1
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,90,1.244467,1
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,10,2.62224,1
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,90,1.911133,1
0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,10,1.911133,1
0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,90,1.244467,1
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,10,1.5778,1
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,10,1.5778,1
1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,90,2.022233,1
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,90,2.022233,1
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,2.022233,1
0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,90,2.022233,1
