iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,10,2.41665,1
0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,10,1.0333,0
0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,90,1.622233,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,90,1.0333,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,10,2.41666,1
1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,90,1.0333,0
0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,90,1.0333,0
0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,10,1.0333,0
0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,90,2.38335,1
0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,10,1.0333,1
0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,90,1.4167,1
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,90,1.4167,1
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,90,1.4167,1
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,90,1.4167,1
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,90,2.1667,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,10,1.4167,1
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,10,1.7333,1
0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,90,2.2,1
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,90,1.7333,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,10,1.7333,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,1.7333,1
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,90,2.2,1
0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,90,1.9167,1
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,10,1.9167,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,10,1.9167,1
