NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,0,2.29
1,0,1,1,0,0,1,0,0,1,0,1,0,8,8,1,2.6
1,0,1,1,0,0,1,0,0,1,0,1,0,8,8,1,2.6
1,0,1,1,0,1,1,0,0,1,0,1,0,8,8,0,2.98
1,0,1,1,0,0,0,1,0,1,0,1,0,8,8,0,3.02
1,0,1,1,1,0,0,0,0,0,0,1,0,8,8,1,4.15
0,1,0,0,0,0,0,1,0,0,0,0,0,22,8,0,5.68
0,1,0,0,0,0,0,1,0,0,0,0,0,22,8,0,5.68
1,0,1,1,0,0,1,0,0,1,0,1,0,22,8,0,6.2
1,0,1,1,0,0,1,0,0,1,0,1,0,22,8,0,6.2
0,1,1,0,0,1,0,0,1,0,0,0,0,22,160,0,6.23
1,1,1,0,0,1,0,1,0,1,0,1,0,48,8,0,6.55
0,0,0,1,0,0,1,0,0,1,0,1,0,22,8,1,6.56
1,0,0,1,1,1,0,0,0,1,0,1,0,22,8,0,6.92
1,1,1,0,0,1,0,1,0,0,0,1,0,48,8,0,6.92
1,1,1,0,0,1,0,1,0,0,0,1,0,48,8,0,6.92
0,1,0,0,0,1,0,1,0,0,0,0,0,22,8,0,8.04
0,0,1,0,0,0,1,0,0,0,0,0,1,22,8,1,8.11
0,0,1,1,0,0,1,0,0,1,0,1,0,22,8,0,9.21
1,0,1,1,1,0,0,0,0,0,0,1,0,22,8,0,9.29
