OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2.819057,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.819057,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.844467,1
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4778,0
1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1.4778,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1.4778,0
0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1.4778,0
1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1.4778,1
1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1.4778,1
1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1.4778,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.5426,1
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.5278,1
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1.5278,1
0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1.5278,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.7556,1
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1.7556,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.7556,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.3,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.7556,1
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2.0944,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.0944,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2.0944,1
0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2.0944,1
