NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
1,1,1,0,0,0,0,1,0,1,0,1,0,8,8,1,0.84
1,1,1,0,0,0,0,1,0,1,0,1,0,8,8,1,0.84
1,1,1,0,0,0,0,0,0,1,1,1,0,8,8,0,1.04
1,1,1,0,0,1,0,1,0,1,0,1,0,8,8,0,1.08
1,0,1,1,0,0,0,1,0,1,0,1,0,8,8,1,1.08
1,0,1,1,0,0,1,0,0,1,0,1,0,8,8,1,1.09
1,0,1,1,0,0,0,1,0,1,0,1,0,8,8,0,1.32
1,1,0,0,1,0,0,0,0,1,0,0,0,8,8,1,1.57
1,1,1,0,0,0,0,0,1,1,0,1,0,8,8,1,1.57
0,0,1,1,0,0,0,1,0,1,0,1,0,8,8,0,1.82
1,0,1,1,0,1,0,1,0,1,0,1,0,8,8,0,2.02
1,1,0,0,0,0,0,0,0,1,1,1,0,22,8,1,2.33
1,1,1,0,0,1,0,1,0,1,0,1,0,22,8,0,2.69
0,0,1,0,0,1,0,0,1,1,0,0,1,8,8,0,2.7
0,0,1,0,0,1,0,0,1,1,0,0,1,8,8,0,2.7
0,1,1,0,0,0,0,0,0,0,1,1,0,22,160,0,2.97
0,1,1,0,0,0,0,0,0,0,1,1,0,22,160,0,2.97
0,0,0,1,0,0,1,0,0,0,0,0,0,22,8,1,3.0
1,0,1,1,0,0,1,0,0,1,0,1,0,22,8,0,3.06
1,1,0,0,1,0,0,0,0,1,0,1,0,22,8,0,3.19
