id,8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,profile,qcomp,qpmax,qpmin,rc-lookahead,ref,scenecut,subme,threads,trellis,weightb,weightp,EncodeTime
1079,0,p8x8,2,1.7703159785329992,1,10,1,-10,29.32159763936856,-4:4,none,0,100,3,tesa,45,0,0,none,1,main,0.2829198489071013,25,3,134,7,40,5,63,1,0,1,4.74
1079,0,p8x8,2,1.7703159785329992,1,10,1,-10,29.32159763936856,-4:4,auto,0,100,3,tesa,45,0,0,none,1,main,0.9544631986942628,25,3,141,7,40,5,63,1,0,1,4.74
1079,0,p8x8,2,1.7703159785329992,1,10,1,-10,29.32159763936856,-4:4,none,0,100,3,tesa,45,0,0,none,1,main,0.2829198489071013,25,3,141,7,40,5,63,1,0,1,4.74
1079,0,p8x8,0,1.7703159785329992,1,10,1,-10,29.32159763936856,-4:4,none,0,100,3,tesa,45,0,0,none,1,main,0.2829198489071013,25,3,141,7,29,5,63,1,0,1,4.74
1079,0,p8x8,0,1.7703159785329992,1,10,1,-10,29.32159763936856,-4:4,none,0,100,3,tesa,35,0,0,none,1,main,0.2829198489071013,49,3,134,7,40,5,63,1,0,1,4.74
1079,0,p8x8,0,1.7703159785329992,1,10,1,-3,29.32159763936856,-4:4,none,0,100,3,tesa,45,0,0,none,1,main,0.2829198489071013,25,3,141,7,29,5,63,1,0,1,4.74
1079,0,p8x8,0,1.7703159785329992,1,7,0,1,25.059861731496472,5:-5,auto,1,215,4,umh,10,0,0,cbr,1,baseline,0.6493532546000097,22,4,111,3,80,0,2,0,0,0,4.72
1079,0,p4x4,2,0.8031596101194036,1,10,0,-11,25.059861731496472,5:-5,auto,1,215,4,umh,10,0,0,cbr,1,baseline,0.6493532546000097,22,4,111,10,80,4,53,2,1,1,4.72
1974,0,p4x4,2,0.8031596101194036,2,7,0,1,25.059861731496472,5:-5,auto,1,215,4,umh,10,0,0,cbr,1,baseline,0.6493532546000097,22,4,111,13,80,4,2,0,0,0,4.72
1974,0,p4x4,2,0.8031596101194036,2,7,0,1,25.059861731496472,5:-5,auto,1,184,4,dia,10,0,0,cbr,1,baseline,0.6493532546000097,22,4,111,1,92,0,2,0,0,0,4.72
1079,0,p8x8,3,1.7703159785329992,1,7,0,1,25.059861731496472,5:-5,auto,1,215,4,umh,10,0,0,cbr,1,baseline,0.6493532546000097,22,4,111,13,80,4,2,0,0,0,4.72
1974,0,p4x4,2,0.8031596101194036,2,7,0,1,25.059861731496472,3:-3,auto,1,215,4,umh,21,0,0,cbr,1,baseline,0.6493532546000097,22,4,111,13,80,4,2,0,0,0,4.72
1079,0,none,0,1.7703159785329992,1,7,1,1,25.059861731496472,6:6,auto,1,215,4,dia,10,0,0,cbr,1,baseline,0.6493532546000097,22,4,111,1,92,0,0,0,1,0,3.34
1079,0,p8x8,0,1.7703159785329992,1,10,1,-10,29.32159763936856,-4:4,none,0,100,3,tesa,45,0,0,none,1,main,0.365820908391329,36,3,16,7,29,5,63,1,0,1,4.74
368,0,p8x8,2,1.7703159785329992,1,10,1,-10,29.32159763936856,-4:4,none,0,100,3,tesa,45,0,0,none,1,main,0.2829198489071013,25,3,134,7,40,5,63,2,0,1,4.74
1079,0,p8x8,0,1.7703159785329992,1,10,1,-10,29.32159763936856,-4:4,temporal,0,100,3,tesa,35,0,0,none,1,main,0.2829198489071013,49,3,134,7,40,5,63,1,0,1,4.74
1079,0,p8x8,3,1.4189887628362736,1,10,1,-10,29.32159763936856,-4:4,temporal,0,100,3,tesa,51,0,0,none,1,main,0.9991673557794786,49,3,134,7,40,5,63,1,0,0,4.74
1974,0,p4x4,2,0.8031596101194036,2,14,0,1,25.059861731496472,-3:3,auto,1,215,4,umh,10,0,0,cbr,1,baseline,0.6493532546000097,22,4,111,13,80,4,2,0,1,0,4.72
1974,0,p4x4,2,0.8031596101194036,2,7,0,1,25.059861731496472,5:5,auto,1,215,4,umh,10,0,0,cbr,1,baseline,0.6493532546000097,22,4,111,13,80,4,2,0,0,0,4.72
1079,0,p8x8,3,1.7703159785329992,1,7,0,1,25.059861731496472,5:-5,auto,1,215,4,umh,10,1,0,cbr,1,baseline,0.6493532546000097,22,4,111,3,80,0,2,0,1,0,4.72
2283,1,all,1,0.0520260669292369,2,0,0,11,17.913017377509092,6:-6,auto,1,458,2,hex,10,1,0,vbr,1,baseline,0.9859873526355616,22,14,240,2,81,11,24,2,0,2,989.913793588488
1079,0,p8x8,2,0.296249058842245,1,10,1,-10,29.32159763936856,-4:4,spatial,0,100,3,tesa,45,0,0,vbr,0,baseline,0.6493532546000097,48,11,92,2,92,0,2,0,0,0,989.9166667126744
2051,0,p8x8,2,0.296249058842245,1,10,1,-10,29.32159763936856,-4:4,spatial,0,100,3,tesa,45,0,0,vbr,0,baseline,0.2115404214338969,20,7,107,12,7,7,56,2,0,0,989.9149551936925
428,0,all,0,0.0520260669292369,0,0,1,11,11.817946525232552,6:-6,none,1,458,2,hex,10,1,1,vbr,1,baseline,0.6493532546000097,22,4,111,3,80,0,2,0,0,0,989.9186580169679
2002,0,all,1,0.0520260669292369,0,0,0,11,17.913017377509092,6:-6,none,1,458,2,hex,10,1,1,vbr,1,baseline,0.9859873526355616,22,14,240,2,70,11,24,2,0,2,989.9122847747883
428,0,all,0,0.0520260669292369,0,0,1,11,17.913017377509092,6:-6,none,1,458,2,hex,10,1,1,vbr,0,baseline,0.9859873526355616,22,14,240,2,70,11,24,2,0,2,989.9139105622672
