iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,time
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,90,1.12
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,1.16
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,1.2
0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,90,1.29
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,1.12
0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,90,1.15
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,90,1.28
0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,1.15
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,1.14
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,1.18
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,1.21
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,1.23
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,90,1.28
0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,90,1.16
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,1.19
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,90,1.3
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,1.24
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,90,1.28
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,1.27
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,1.17
0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,90,1.79
0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,90,1.84
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,90,1.75
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,90,1.58
0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,90,1.76
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,90,1.84
0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,90,1.54
