iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,10,1.288867,1
0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,90,1.288867,1
0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,10,1.288867,1
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,10,2.637033,1
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,2.633325,1
1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,90,1.288867,1
1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,90,1.288867,1
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,10,1.288867,1
1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,10,1.288867,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,90,1.288867,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,2.311117,1
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,90,2.311117,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,2.311117,1
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,90,2.311117,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,2.311117,1
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,1.6222,1
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,90,1.6222,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,2.000033,1
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,90,2.000033,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,2.000033,1
