iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,90,2.466667,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,90,2.144433,1
1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,90,2.466667,1
1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,90,2.148133,1
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,90,1.466667,1
0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,90,1.466667,1
0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,90,1.466667,1
1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,90,1.466667,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,90,1.466667,1
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,90,1.466667,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,90,2.477767,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,2.477767,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,90,2.477767,1
0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,2.477767,1
0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,90,1.8222,1
0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,90,1.8222,1
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,90,2.477767,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90,2.133333,1
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,2.133333,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,2.133333,1
