write,0,select,1,0.1,1.1,0.2,1.2,1.3,0.3,2,2674,27906,20834,36784,18392,24891,55070,35593,9450,8624,9,14473,1.4,36179,0.4,0.5,1.5,0.6,1.6,67303.97
write,0,linux-sysepoll,1,0,0,0,1,0,1,2,48251,12551,24858,6468,31100,12992,40215,10817,47354,1407,2,7729,1,36164,1,0,0,0,1727,73544.41
write,0,linux-sysepoll,1,0,0,0,1,0,0,1,48251,12551,3034,14940,10250,39772,35570,10883,57762,23938,2,7729,1,36164,1,0,0,1,1727,73544.41
write,0,linux-sysepoll,1,0,0,0,1,0,0,1,63439,12551,3034,14940,7801,39772,65509,10883,57762,23938,2,7729,1,10638,1,0,0,1,1727,73544.41
write,0,linux-sysepoll,1,0,0,0,1,0,1,2,48251,33498,24858,6468,31100,12992,40215,10817,47354,1407,2,7729,1,36164,1,0,0,0,1727,73544.41
write,0,linux-sysepoll,1,0,0,0,1,0,1,2,48251,25137,24858,6468,31100,12992,40215,10817,47354,1407,2,7729,1,36164,1,0,1,0,1727,73544.41
write,0,linux-sysepoll,1,0,0,0,1,0,1,2,48251,12551,12672,56159,27381,12992,12984,15950,57762,1407,2,7729,1,50477,1,0,0,0,1836,73544.41
write,0,linux-sysepoll,1,0,0,0,1,0,1,2,48251,27821,12672,56159,27381,12992,12984,15950,57762,1407,2,7729,1,50477,1,0,0,0,1836,73544.41
write,0,linux-sysepoll,1,0,0,0,1,0,1,2,48251,31269,24858,6468,31100,52649,57260,47099,61473,19975,2,11591,1,31942,1,0,0,1,1727,73544.41
write,0,linux-sysepoll,1,0,0,0,1,0,1,2,48251,31269,24858,6468,31100,52649,57260,47099,25112,17926,2,7729,1,36164,1,0,0,1,1727,73544.41
write,0,linux-sysepoll,1,0,0,0,1,0,1,2,48251,31269,24858,6468,31100,52649,64045,47099,25112,17926,2,7729,1,36164,1,0,0,1,1727,73544.41
write,0,libev,1,0,1,1,1,0,1,2,48251,26107,50218,9715,31100,52649,57260,47099,25112,23938,2,7729,1,36164,1,0,0,1,1727,73544.41
write,0,linux-sysepoll,1,0,0,0,1,0,0,2,48251,12551,3034,51634,6244,39772,35570,10883,57762,23938,7,7729,1,36164,1,0,0,1,1727,73544.41
write,0,linux-sysepoll,1,0,0,0,1,0,0,2,48251,12551,3034,51634,10250,39772,35570,10883,57762,23938,2,7729,1,10638,1,0,0,1,1727,73544.41
write,0,linux-sysepoll,1,0,0,0,1,0,1,0,48251,12551,24858,6468,31100,52649,57260,47099,25112,7940,2,7729,1,36164,1,1,0,1,1727,73544.41
write,0,linux-sysepoll,1,0,0,0,1,0,1,2,48251,12551,24858,6468,31100,52649,57260,47099,25112,23938,2,7729,1,36164,1,1,0,1,1727,73544.41
write,0,poll,1,0,0,1,1,1,2,2,63826,34805,35485,22259,25245,41941,40215,10817,47354,18430,2,7729,1,36164,1,1,0,0,1727,81387.67
write,0,poll,1,0,0,1,1,1,2,2,63826,34805,35485,22259,25245,41941,41999,10817,47354,18430,2,6596,1,36164,1,1,0,1,1727,81387.67
write,0,linux-sysepoll,1,0,0,0,1,0,0,2,48251,12551,12672,56159,8850,27733,40215,10817,47354,1407,2,7729,0,55401,1,0,0,1,1727,73544.41
write,0,linux-sysepoll,1,0,0,0,1,0,0,2,48251,12551,12672,56159,27381,12992,40215,10817,47354,1407,2,7729,1,36164,1,0,0,0,1727,73544.41
write,0,linux-sysepoll,1,0,0,0,1,0,0,2,48251,12551,3034,14940,10250,39772,35570,10883,57762,23938,2,7729,1,36164,1,0,0,1,1727,73544.41
write,0,libev,0,0,1,0,0,0,0,2,55418,48613,29539,1941,28673,51256,3298,13662,60584,10958,7,57946,0,14099,1,0,1,0,2141,10926.1
write,0,linux-sysepoll,0,0,1,1,1,0,2,0,45373,60461,9670,41392,14896,2207,57039,29934,26182,8907,5,40187,0,37720,0,0,1,1,728,42958.37
write,1,select,1,1,1,1,1,0,1,2,28004,13160,24236,35134,25817,47496,10054,13382,57762,56800,9,64784,0,7286,1,0,1,1,1104,58425.17
writev,1,poll,0,1,0,0,0,0,2,1,29132,44641,37289,62090,13901,12160,57232,60477,36801,62313,1,28464,0,50474,0,0,1,0,2441,11365.73
write,0,linux-sysepoll,0,0,0,0,1,0,2,1,17876,59019,30170,31821,10078,56080,51548,5965,11516,60937,5,46420,1,65237,0,1,0,0,2177,62348.85
writev,1,select,0,0,1,1,0,1,0,2,22080,19819,54085,1014,5065,9273,38279,665,23427,5886,11,9337,1,21156,0,0,1,1,1730,11343.83
write,0,select,1,1,0,0,0,1,0,0,15880,53088,25882,4125,7096,19655,23195,35111,50325,45379,6,53697,0,7934,0,0,1,0,119,14112.3
sendfile,1,poll,1,0,0,1,0,1,0,1,43671,2109,10444,28083,18434,25194,29068,16228,26228,15304,4,64996,0,8500,1,1,1,0,1283,11956.92
write,1,poll,1,1,1,0,0,0,1,0,56517,53511,60813,62200,15608,34485,35027,42872,39217,7580,6,18877,0,3974,1,0,0,0,394,11891.05
write,0,poll,0,0,0,1,1,1,2,2,63826,34805,35485,22259,25245,41941,29825,29081,20075,46141,14,51705,1,61153,1,1,1,1,28,73363.79
write,0,linux-sysepoll,1,0,0,0,1,0,1,2,48251,25137,24858,6468,31100,12992,40215,47121,47354,15638,2,7729,0,36164,1,0,1,0,1727,60104.88
sendfile,0,poll,1,0,0,0,0,1,2,2,63826,34805,35485,22259,25245,41941,41999,42039,47354,18430,2,6596,1,36164,1,1,0,1,1727,10792.35
write,0,linux-sysepoll,1,0,1,0,1,0,1,2,48251,33498,24858,6468,31100,28038,40215,10817,47354,1407,2,7729,1,36164,0,0,0,1,1727,52694.75
sendfile,0,linux-sysepoll,0,0,0,0,1,0,0,2,48251,12551,3034,50450,6244,39772,35570,10883,57762,23938,7,7729,1,16957,1,0,0,1,1727,83106.03
write,0,poll,1,0,0,1,1,0,2,2,63826,32313,35485,35383,31100,52649,57260,29715,25112,17926,2,7729,1,36164,1,0,0,0,1727,56848.29
write,0,linux-sysepoll,1,0,0,0,1,0,1,2,48251,31269,24858,22259,25245,41941,41999,10817,39196,18430,2,6596,1,36164,0,1,0,1,1727,59806.64
