iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,90,1.088867,0
0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,90,1.088867,1
0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,90,1.088867,1
0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,90,1.8148,1
0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,90,1.8148,1
1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,90,1.088867,1
1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,90,1.8148,1
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,10,2.4,1
0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,10,1.088867,1
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,90,1.088867,1
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,10,1.5111,1
1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,90,2.366667,1
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,90,1.5111,1
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,10,1.5111,1
0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,10,2.222233,1
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,10,2.222233,1
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,10,2.222233,1
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,10,2.222233,1
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,2.222233,1
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,90,2.222233,1
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,2.222233,1
