auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,1,0,0,0,0,0,1,0,1,1,0,1.0333,0
1,0,0,0,0,0,1,0,0,0,1,0,1.5333,1
1,0,0,0,0,0,0,1,0,0,1,1,1.0333,0
1,1,0,0,0,0,1,1,0,1,0,1,1.0333,0
1,1,0,0,0,0,0,0,0,0,1,0,1.0333,0
1,1,0,0,1,0,0,0,0,0,1,1,1.7833,1
1,0,0,0,0,0,0,0,0,1,0,0,2.311075,1
1,1,0,0,0,0,0,1,0,0,0,0,1.0333,0
1,1,0,0,0,0,0,1,0,1,1,1,1.7833,1
1,1,1,1,1,0,1,0,0,0,1,0,1.0333,0
0,0,0,0,0,0,1,0,0,1,1,0,1.2833,0
0,0,0,0,0,0,1,0,0,1,0,0,1.2833,0
1,0,0,0,0,0,1,0,0,0,1,1,1.2833,1
1,0,1,0,1,0,1,0,0,0,1,0,1.2833,0
0,0,0,0,0,0,1,1,0,0,1,1,1.2833,0
0,0,0,0,0,0,0,1,0,1,1,1,1.2833,1
1,0,0,0,0,0,1,1,0,0,1,1,1.2833,1
1,0,0,0,0,0,1,0,0,1,1,0,1.2833,1
1,0,0,0,0,1,0,0,0,0,1,0,2.08885,1
1,0,0,0,0,0,0,0,0,0,1,0,1.5333,1
1,0,0,0,0,0,0,0,0,1,1,1,1.5333,1
1,0,0,1,1,0,0,0,0,0,1,0,1.5333,1
0,0,0,0,0,1,1,0,0,1,1,0,1.8944,1
0,0,0,0,0,1,1,1,0,1,1,1,1.8944,1
0,0,0,0,0,1,1,0,0,0,1,0,1.8944,1
0,0,0,0,0,1,1,0,0,0,1,1,1.8944,1
1,0,0,0,0,1,0,0,0,0,0,0,1.8944,1
1,0,0,0,0,1,1,0,0,0,1,0,1.8944,1
1,0,0,0,1,1,0,0,0,0,1,0,1.8944,1
1,0,0,0,0,1,1,0,0,1,1,0,1.8944,1
